Genre
Quest Fantasy

Realist Literature

Regency Romance

Religious Thriller

Revenge Drama

Revenge Thriller

Road Novel

Roman à Clef

Romantic Comedy

Romantic Fantasy

Romantic Suspense

Royal Court Drama

School Story

Science Fantasy

Scientific Romance

Seafaring Fiction

Serial Killer Thriller

Serialized Fiction

Short Story Collection

Slasher Horror

Social Drama

Social Satire

Sociological Fiction

Southern Gothic

Space Fantasy

Space Western

Speculative Fiction

Sports Biography

Sports Comedy

Sports Drama

Sports Fiction

Spy Comedy

Spy Drama

Spy Thriller

Stand-Up Comedy Literature

Stream of Consciousness

Suburban Drama

Superhero Fiction

Supernatural Fiction

Survival Fiction

Sword and Sorcery

Sword-and-Planet

Techno-Thriller

Teen Romance

Time Travel Fiction

Traditional Literature

Tragic Comedy

Tragedy

Transgressive Fiction

Travel Memoir

True Adventure

True Historical Crime

Urban Fiction

Vampire Fiction

Vampire Romance

Viking Adventure

Virtual Reality Fiction

Visionary Fiction

War Drama

War Memoir

War Poetry

War Romance

War Thriller

Weird Fiction

Women’s Fiction

Workplace Comedy

Workplace Drama

Workplace Thriller

World War I Fiction

World War II Fiction

Young Men’s Fiction

Young Women’s Fiction

Zombie Apocalypse

Zombie Comedy

Zombie Horror

Zombie Romance

Abolitionist Literature

Adventure Memoir

Ancient Greek Tragedy

Aristocratic Satire

Asian Historical Fiction

Bible Commentary

Black Feminist Literature

Borderlands Literature

Campus Satire

Carnival Literature

Children’s Poetry

Colonial Adventure

Contemporary Biography

Domestic Memoir

Dystopian Romance

Eastern Philosophy Texts

Esoteric Literature

Experimental Poetry

Expressionist Drama

Family Biography

Family Saga

Folk Horror

Folk Literature

Folk Poetry

Frontier Fiction

Futuristic Romance

Gaslamp Fantasy

Generation Gap Fiction

Gothic Horror

Graphic Memoir

Haunted House Fiction

Historical Family Drama

Imperial Literature

Indian Mythology Retelling

Industrial Novel

Irish Literature

Italian Renaissance Literature

Japanese Court Literature

Jazz Age Fiction

Jewish Literature

Latin American Fiction

Latin American Magical Realism

Local Color Fiction

Lost World Adventure

Medieval Romance

Metaphysical Poetry

Migration Literature

Modern Fairy Tale

Modern Gothic

Music Biography

Music Memoir

Musical Fiction

Nautical Adventure

New Romantic Fiction

Occult Memoir

Old Testament Literature

Pastoral Poetry

Philosophical Memoir

Philosophical Poetry

Plantation Literature

Political Comedy

Popular Science

Post-War Literature

Prison Memoir

Prophetic Literature

Renaissance Literature

Revolutionary Literature

Surrealist Fiction
